1	0.13494182527065277
2	0.13253295570611953
3	0.07700220644474029
4	0.0923534668982029
5	0.0736761748790741
6	0.05468597859144211
7	0.0479971244931221
8	0.039175160601735114
9	0.02807629182934761
10	0.03808460012078285
11	0.02779066115617752
12	0.029968271031975746
13	0.02653890326619148
14	0.025590532273054124
15	0.02653617151081562
16	0.020943658426404
17	0.024183975532650948
18	0.025311332195997238
19	0.019839365407824515
20	0.02850576154887676
21	0.0181417565792799
22	0.01768216975033283
23	0.02001608330756426
24	0.01844785138964653
25	0.02345575802028179
26	0.016423940658569336
27	0.02314536403864622
28	0.019981353729963302
29	0.02139210645109415
30	0.01563869193196297
31	0.019955852627754213
32	0.018195614218711853
33	0.01875284444540739
34	0.01730597410351038
35	0.025538130663335323
36	0.014076117239892483
37	0.01733562387526035
38	0.018363659828901292
39	0.01801772080361843
40	0.020048042014241218
41	0.018937937542796136
42	0.023447902873158455
43	0.02071533501148224
44	0.016670838743448258
45	0.01863249149173498
46	0.01671453397721052
47	0.018539434298872948
48	0.015840608440339566
49	0.017947730608284473
50	0.01851109117269516
