         619085 function calls (598864 primitive calls) in 0.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1923    0.001    0.000    0.001    0.000 ATNState.py:109(__init__)
     4906    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.001    0.001 Recognizer.py:6(<module>)
        1    0.000    0.000    0.001    0.001 name.py:18(<module>)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
      313    0.000    0.000    0.001    0.000 function_base.py:461(_add_docstring)
        1    0.000    0.000    0.001    0.001 _eventloop.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.001    0.001 ATNConfig.py:14(<module>)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
     4906    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 ParseTreePatternMatcher.py:64(<module>)
       21    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
     1854    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.000    0.000 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:2(<module>)
     1795    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
      425    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       89    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
        1    0.000    0.000    0.000    0.000 models.py:103(Schema)
        6    0.000    0.000    0.000    0.000 dataclasses.py:544(_frozen_get_del_attr)
      385    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:413(PercentStyle)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
      222    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        1    0.000    0.000    0.000    0.000 jac_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:364(Components)
        1    0.000    0.000    0.000    0.000 ATNSimulator.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _pocketfft.py:1(<module>)
       24    0.000    0.000    0.000    0.000 typing.py:1728(__new__)
       44    0.000    0.000    0.000    0.000 core.py:2471(__init__)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
      624    0.000    0.000    0.000    0.000 IntervalSet.py:35(addOne)
        1    0.000    0.000    0.000    0.000 renderer.py:18(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:3(<module>)
     7300    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       54    0.000    0.000    0.000    0.000 enum.py:119(__prepare__)
        1    0.000    0.000    0.000    0.000 routing.py:307(APIRoute)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
      868    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        1    0.000    0.000    0.000    0.000 models.py:241(Operation)
     1427    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.000    0.000 {built-in method posix.read}
        1    0.000    0.000    0.000    0.000 core.py:1976(Parameter)
      141    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
       17    0.000    0.000    0.000    0.000 _immutable_ctx.py:36(_immutable_init)
      838    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
     1314    0.000    0.000    0.000    0.000 enum.py:557(__new__)
       92    0.000    0.000    0.000    0.000 utils.py:154(copy_func)
     2727    0.000    0.000    0.000    0.000 {built-in method builtins.min}
     1247    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:4(<module>)
      742    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       50    0.000    0.000    0.000    0.000 core.py:130(get_object_signature)
        1    0.000    0.000    0.000    0.000 ipv6.py:18(<module>)
       89    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.000    0.000 ErrorListener.py:11(<module>)
      115    0.000    0.000    0.000    0.000 enum.py:828(__and__)
        6    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 core.py:1750(Group)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1575(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
        1    0.000    0.000    0.000    0.000 core.py:160(Context)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 models.py:15(Dependant)
        1    0.000    0.000    0.000    0.000 config.py:186(Config)
        1    0.000    0.000    0.000    0.000 stripe_api.py:7(stripe_api)
       38    0.000    0.000    0.000    0.000 typing.py:1428(_alias)
        1    0.000    0.000    0.000    0.000 sentinel_api.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 subprocess.py:980(communicate)
        1    0.000    0.000    0.000    0.000 LexerActionExecutor.py:15(<module>)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
     1348    0.000    0.000    0.000    0.000 typing.py:708(__eq__)
        1    0.000    0.000    0.000    0.000 sentinel_api.py:11(sentinel_api)
      856    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
      955    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:156(readRules)
        1    0.000    0.000    0.000    0.000 cyaml.py:3(<module>)
        1    0.000    0.000    0.000    0.000 server.py:1(<module>)
     2937    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      859    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
     2246    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 alias_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1568(_guarded_repr_or_str)
        2    0.000    0.000    0.000    0.000 error.py:1(<module>)
       64    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
     2270    0.000    0.000    0.000    0.000 Transition.py:59(__init__)
  575/409    0.000    0.000    0.000    0.000 typing.py:272(<genexpr>)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 certs.py:4(<module>)
        1    0.000    0.000    0.000    0.000 shell_completion.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6753(__init__)
     5261    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       54    0.000    0.000    0.000    0.000 enum.py:505(_find_new_)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ParserATNSimulator.py:234(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6758(getdoc)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1237(CookieJar)
        1    0.000    0.000    0.000    0.000 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 watcher.py:1(<module>)
      372    0.000    0.000    0.000    0.000 typing.py:1285(get_args)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
     2575    0.000    0.000    0.000    0.000 typing.py:666(<genexpr>)
        1    0.000    0.000    0.000    0.000 Transition.py:19(<module>)
      784    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 tsig.py:18(<module>)
      596    0.000    0.000    0.000    0.000 copy.py:241(_keep_alive)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:941(AbstractBasicAuthHandler)
      408    0.000    0.000    0.000    0.000 typing.py:768(__subclasscheck__)
      298    0.000    0.000    0.000    0.000 copy.py:262(<genexpr>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
      590    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       99    0.000    0.000    0.000    0.000 inspect.py:2853(replace)
        1    0.000    0.000    0.000    0.000 rand.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:28(<module>)
       45    0.000    0.000    0.000    0.000 core.py:2052(__init__)
      213    0.000    0.000    0.000    0.000 ATNDeserializer.py:483(<lambda>)
      422    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 graph_api.py:12(graph_api)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
      195    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      127    0.000    0.000    0.000    0.000 typing.py:836(<genexpr>)
      670    0.000    0.000    0.000    0.000 IntervalSet.py:38(addRange)
      246    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
      313    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:28(<module>)
      787    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
     4929    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1015(_cache_bytecode)
        7    0.000    0.000    0.000    0.000 _immutable_ctx.py:58(ncls)
      622    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 idna.py:3(<module>)
       15    0.000    0.000    0.000    0.000 re.py:221(split)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        3    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcode.py:18(<module>)
     4896    0.000    0.000    0.000    0.000 inspect.py:366(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1020(set_data)
      166    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2068(__init__)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
       52    0.000    0.000    0.000    0.000 core.py:887(__init__)
        1    0.000    0.000    0.000    0.000 review.py:2(<module>)
      244    0.000    0.000    0.000    0.000 ATNDeserializer.py:456(<lambda>)
     2377    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:120(_write_atomic)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.000    0.000 status_codes.py:107(_init)
        1    0.000    0.000    0.000    0.000 _fileio.py:184(Path)
        1    0.000    0.000    0.000    0.000 rdataset.py:18(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:18(<module>)
      157    0.000    0.000    0.000    0.000 ATNDeserializer.py:489(<lambda>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rdatatype.py:23(RdataType)
        3    0.000    0.000    0.000    0.000 types.py:788(__init__)
      274    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       24    0.000    0.000    0.000    0.000 __init__.py:2003(getLogger)
      893    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 LexerAction.py:7(<module>)
        1    0.000    0.000    0.000    0.000 object_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 master_api.py:1(<module>)
     1739    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 socketserver.py:1(<module>)
      594    0.000    0.000    0.000    0.000 functools.py:63(wraps)
        3    0.000    0.000    0.000    0.000 gettext.py:750(gettext)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:362(markPrecedenceDecisions)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:675(dgettext)
      872    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
     4604    0.000    0.000    0.000    0.000 ATNDeserializer.py:425(checkCondition)
       23    0.000    0.000    0.000    0.000 overrides.py:200(decorator)
     1235    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
      144    0.000    0.000    0.000    0.000 live_actions.py:25(decorator_func)
        3    0.000    0.000    0.000    0.000 gettext.py:594(translation)
      771    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1477(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_api.py:8(object_api)
        1    0.000    0.000    0.000    0.000 master_api.py:9(master_api)
