1	0.19829103102286658
2	0.12858209013938904
3	0.0748771797451708
4	0.07248252837194337
5	0.06419626871744792
6	0.02762869010782904
7	0.02514976470006837
8	0.019414608728968434
9	0.01862550578597519
10	0.020253088635702927
11	0.02132170657730765
12	0.018234223644766543
13	0.015244595551242432
14	0.01647719947828187
15	0.014379094716989331
16	0.023228780573440924
17	0.022587207094248798
18	0.012522837716258235
19	0.02053089967618386
20	0.01726122386753559
21	0.021022551486061677
22	0.015739829434702795
23	0.014430485976239046
24	0.011275417378379239
25	0.013911015768018033
26	0.013229699546678199
27	0.011707360856235027
28	0.013316092805729972
29	0.015292052127834823
30	0.012295480093194379
31	0.010492647377153238
32	0.011685934072981278
33	0.012971675282137262
34	0.008856755784816213
35	0.015219398670726351
36	0.01247912443553408
37	0.010329818120226264
38	0.017060417992373306
39	0.011242559334884087
40	0.009868073535876142
41	0.014808724944790205
42	0.010289870150801208
43	0.010349624402200183
44	0.015074537446101507
45	0.010175488268335661
46	0.012440235405746434
47	0.01097234364392029
48	0.017557967454195023
49	0.012356123369601037
50	0.009782315542300543
